,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
37001,Manhattan,Entire home/apt,95,Very Popular,Less than 10 reviews,At least a week should be reserved
37002,Manhattan,Entire home/apt,300,Affordable,Less than 10 reviews,Short term rent is available
37003,Bronx,Private room,95,Very Affordable,Less than 10 reviews,Short term rent is available
37004,Queens,Private room,70,Popular,Less than 10 reviews,Short term rent is available
37005,Brooklyn,Private room,50,Very Affordable,Less than 10 reviews,Short term rent is available
37006,Brooklyn,Private room,40,Very Affordable,Less than 10 reviews,Short term rent is available
37007,Queens,Entire home/apt,145,Popular,Less than 10 reviews,At least a week should be reserved
37008,Manhattan,Entire home/apt,149,Very Popular,Less than 10 reviews,At least more than a month should be reserved
37009,Brooklyn,Private room,42,Popular,Less than 10 reviews,Short term rent is available
37010,Manhattan,Entire home/apt,89,Affordable,Less than 10 reviews,Short term rent is available
37011,Manhattan,Entire home/apt,300,Popular,Less than 50 reviews,Short term rent is available
37012,Brooklyn,Private room,43,Very Affordable,Less than 10 reviews,Short term rent is available
37013,Queens,Shared room,25,Very Affordable,Less than 50 reviews,Short term rent is available
37014,Brooklyn,Shared room,25,Normal,Less than 10 reviews,Short term rent is available
37015,Manhattan,Entire home/apt,349,Normal,Less than 10 reviews,Short term rent is available
37016,Queens,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37017,Manhattan,Entire home/apt,160,Very Popular,Less than 10 reviews,Short term rent is available
37018,Manhattan,Entire home/apt,479,Affordable,Less than 10 reviews,Short term rent is available
37019,Brooklyn,Private room,69,Very Affordable,Less than 10 reviews,Short term rent is available
37020,Bronx,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
37021,Brooklyn,Private room,60,Normal,Less than 10 reviews,Short term rent is available
37022,Brooklyn,Private room,58,Affordable,Less than 10 reviews,Short term rent is available
37023,Brooklyn,Private room,58,Affordable,Less than 10 reviews,Short term rent is available
37024,Queens,Entire home/apt,299,Very Affordable,Less than 10 reviews,Short term rent is available
37025,Queens,Entire home/apt,299,Very Affordable,Less than 10 reviews,Short term rent is available
37026,Brooklyn,Private room,58,Affordable,Less than 10 reviews,Short term rent is available
37027,Brooklyn,Private room,58,Affordable,Less than 10 reviews,Short term rent is available
37028,Queens,Private room,99,Very Affordable,Less than 10 reviews,Short term rent is available
37029,Brooklyn,Private room,100,Popular,Less than 10 reviews,Short term rent is available
37030,Queens,Private room,79,Very Affordable,Less than 50 reviews,Short term rent is available
37031,Manhattan,Entire home/apt,299,Affordable,Less than 10 reviews,Short term rent is available
37032,Manhattan,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
37033,Queens,Entire home/apt,149,Very Affordable,Less than 10 reviews,Short term rent is available
37034,Brooklyn,Private room,58,Normal,Less than 10 reviews,Short term rent is available
37035,Queens,Private room,89,Very Affordable,Less than 10 reviews,Short term rent is available
37036,Queens,Private room,99,Very Affordable,Less than 10 reviews,Short term rent is available
37037,Queens,Private room,79,Very Affordable,Less than 10 reviews,Short term rent is available
37038,Queens,Private room,89,Very Affordable,Less than 10 reviews,Short term rent is available
37039,Queens,Entire home/apt,155,Popular,Less than 10 reviews,Short term rent is available
37040,Brooklyn,Private room,99,Affordable,Less than 10 reviews,Short term rent is available
37041,Queens,Private room,65,Normal,Less than 10 reviews,Short term rent is available
37042,Queens,Private room,79,Very Affordable,Less than 50 reviews,Short term rent is available
37043,Manhattan,Entire home/apt,399,Normal,Less than 10 reviews,Short term rent is available
37044,Manhattan,Entire home/apt,600,Very Popular,Less than 10 reviews,Short term rent is available
37045,Brooklyn,Private room,90,Popular,Less than 50 reviews,Short term rent is available
37046,Bronx,Entire home/apt,100,Popular,Less than 10 reviews,Short term rent is available
37047,Brooklyn,Entire home/apt,125,Normal,Less than 10 reviews,Short term rent is available
37048,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
37049,Manhattan,Private room,130,Very Popular,Less than 50 reviews,Short term rent is available
37050,Bronx,Private room,29,Very Popular,Less than 10 reviews,Short term rent is available
37051,Manhattan,Private room,125,Very Affordable,Less than 10 reviews,Short term rent is available
37052,Queens,Entire home/apt,119,Very Affordable,Less than 10 reviews,Short term rent is available
37053,Manhattan,Entire home/apt,360,Very Affordable,Less than 10 reviews,Short term rent is available
37054,Manhattan,Shared room,43,Very Affordable,Less than 10 reviews,Short term rent is available
37055,Manhattan,Entire home/apt,280,Affordable,Less than 10 reviews,Short term rent is available
37056,Brooklyn,Private room,60,Very Affordable,Less than 10 reviews,Short term rent is available
37057,Bronx,Entire home/apt,309,Affordable,Less than 50 reviews,Short term rent is available
37058,Manhattan,Entire home/apt,215,Popular,Less than 10 reviews,Short term rent is available
37059,Brooklyn,Private room,49,Very Affordable,Less than 10 reviews,Short term rent is available
37060,Manhattan,Entire home/apt,115,Very Affordable,Less than 10 reviews,Short term rent is available
37061,Manhattan,Entire home/apt,500,Very Popular,Less than 10 reviews,Short term rent is available
37062,Manhattan,Private room,69,Popular,Less than 10 reviews,At least a week should be reserved
37063,Brooklyn,Private room,70,Normal,Less than 10 reviews,Short term rent is available
37064,Brooklyn,Private room,40,Very Affordable,Less than 10 reviews,Short term rent is available
37065,Staten Island,Entire home/apt,135,Very Popular,Less than 10 reviews,Short term rent is available
37066,Queens,Entire home/apt,90,Very Affordable,Less than 50 reviews,Short term rent is available
37067,Bronx,Shared room,28,Popular,Less than 10 reviews,Short term rent is available
37068,Bronx,Private room,37,Very Affordable,Less than 50 reviews,Short term rent is available
37069,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37070,Manhattan,Entire home/apt,170,Very Popular,Less than 10 reviews,Short term rent is available
37071,Manhattan,Entire home/apt,750,Very Affordable,Less than 10 reviews,Short term rent is available
37072,Manhattan,Private room,85,Popular,Less than 10 reviews,Short term rent is available
37073,Queens,Entire home/apt,254,Very Popular,Less than 10 reviews,Short term rent is available
37074,Brooklyn,Private room,50,Very Popular,Less than 10 reviews,At least a week should be reserved
37075,Bronx,Shared room,28,Popular,Less than 10 reviews,Short term rent is available
37076,Manhattan,Private room,140,Popular,Less than 10 reviews,Short term rent is available
37077,Manhattan,Entire home/apt,367,Very Affordable,Less than 10 reviews,Short term rent is available
37078,Manhattan,Entire home/apt,165,Very Affordable,Less than 10 reviews,Short term rent is available
37079,Manhattan,Private room,55,Very Affordable,Less than 10 reviews,Short term rent is available
37080,Brooklyn,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
37081,Queens,Entire home/apt,96,Affordable,Less than 10 reviews,Short term rent is available
37082,Brooklyn,Private room,70,Very Popular,Less than 10 reviews,Short term rent is available
37083,Brooklyn,Private room,60,Affordable,Less than 10 reviews,Short term rent is available
37084,Manhattan,Entire home/apt,150,Popular,Less than 10 reviews,Short term rent is available
37085,Manhattan,Entire home/apt,345,Very Affordable,Less than 10 reviews,Short term rent is available
37086,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37087,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37088,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37089,Brooklyn,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
37090,Brooklyn,Entire home/apt,259,Affordable,Less than 10 reviews,Short term rent is available
37091,Manhattan,Private room,100,Normal,Less than 10 reviews,Short term rent is available
37092,Brooklyn,Entire home/apt,78,Very Popular,Less than 10 reviews,Short term rent is available
37093,Manhattan,Entire home/apt,178,Popular,Less than 10 reviews,Short term rent is available
37094,Brooklyn,Entire home/apt,135,Popular,Less than 10 reviews,Short term rent is available
37095,Brooklyn,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
37096,Brooklyn,Private room,70,Very Affordable,Less than 10 reviews,Short term rent is available
37097,Manhattan,Entire home/apt,265,Popular,Less than 10 reviews,Short term rent is available
37098,Brooklyn,Entire home/apt,140,Very Affordable,Less than 10 reviews,Short term rent is available
37099,Brooklyn,Entire home/apt,130,Normal,Less than 10 reviews,At least a week should be reserved
37100,Brooklyn,Entire home/apt,175,Popular,Less than 10 reviews,Short term rent is available
37101,Manhattan,Entire home/apt,341,Very Affordable,Less than 10 reviews,Short term rent is available
37102,Manhattan,Entire home/apt,320,Very Affordable,Less than 10 reviews,Short term rent is available
37103,Manhattan,Entire home/apt,549,Affordable,Less than 10 reviews,Short term rent is available
37104,Manhattan,Entire home/apt,290,Very Popular,Less than 10 reviews,Short term rent is available
37105,Manhattan,Entire home/apt,149,Affordable,Less than 10 reviews,At least more than a month should be reserved
37106,Brooklyn,Entire home/apt,150,Very Affordable,Less than 10 reviews,Short term rent is available
37107,Brooklyn,Private room,130,Normal,Less than 10 reviews,Short term rent is available
37108,Brooklyn,Private room,38,Very Affordable,Less than 10 reviews,At least a week should be reserved
37109,Brooklyn,Private room,95,Popular,Less than 10 reviews,Short term rent is available
37110,Manhattan,Entire home/apt,599,Normal,Less than 10 reviews,Short term rent is available
37111,Manhattan,Entire home/apt,160,Popular,Less than 10 reviews,Short term rent is available
37112,Brooklyn,Private room,38,Very Affordable,Less than 10 reviews,At least a week should be reserved
37113,Brooklyn,Entire home/apt,200,Popular,Less than 10 reviews,Short term rent is available
37114,Brooklyn,Private room,38,Very Affordable,Less than 10 reviews,At least a week should be reserved
37115,Brooklyn,Private room,38,Very Affordable,Less than 10 reviews,At least a week should be reserved
37116,Manhattan,Entire home/apt,243,Normal,Less than 10 reviews,Short term rent is available
37117,Queens,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
37118,Manhattan,Private room,350,Very Affordable,Less than 10 reviews,Short term rent is available
37119,Manhattan,Private room,450,Very Affordable,Less than 10 reviews,Short term rent is available
37120,Manhattan,Private room,375,Very Affordable,Less than 10 reviews,Short term rent is available
37121,Manhattan,Private room,425,Very Affordable,Less than 10 reviews,Short term rent is available
37122,Manhattan,Private room,425,Very Affordable,Less than 10 reviews,Short term rent is available
37123,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37124,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37125,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37126,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37127,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37128,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37129,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37130,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37131,Manhattan,Entire home/apt,211,Popular,Less than 10 reviews,Short term rent is available
37132,Manhattan,Private room,300,Very Affordable,Less than 10 reviews,Short term rent is available
37133,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37134,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37135,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37136,Manhattan,Private room,100,Very Popular,Less than 10 reviews,Short term rent is available
37137,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37138,Manhattan,Entire home/apt,290,Very Affordable,Less than 50 reviews,Short term rent is available
37139,Queens,Entire home/apt,400,Very Affordable,Less than 10 reviews,Short term rent is available
37140,Manhattan,Entire home/apt,250,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
37141,Brooklyn,Private room,60,Popular,Less than 10 reviews,Short term rent is available
37142,Manhattan,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37143,Manhattan,Entire home/apt,275,Very Popular,Less than 10 reviews,Short term rent is available
37144,Manhattan,Entire home/apt,945,Very Affordable,Less than 50 reviews,Short term rent is available
37145,Bronx,Private room,47,Very Affordable,Less than 10 reviews,Short term rent is available
37146,Queens,Entire home/apt,79,Very Affordable,Less than 10 reviews,Short term rent is available
37147,Manhattan,Entire home/apt,179,Very Affordable,Less than 10 reviews,Short term rent is available
37148,Manhattan,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37149,Brooklyn,Entire home/apt,154,Very Popular,Less than 10 reviews,Short term rent is available
37150,Manhattan,Private room,65,Popular,Less than 10 reviews,Short term rent is available
37151,Brooklyn,Entire home/apt,109,Very Popular,Less than 10 reviews,Short term rent is available
37152,Brooklyn,Private room,60,Very Popular,Less than 50 reviews,Short term rent is available
37153,Brooklyn,Entire home/apt,100,Popular,Less than 10 reviews,Short term rent is available
37154,Brooklyn,Entire home/apt,500,Very Affordable,Less than 10 reviews,Short term rent is available
37155,Brooklyn,Entire home/apt,149,Very Affordable,Less than 10 reviews,Short term rent is available
37156,Manhattan,Entire home/apt,620,Affordable,Less than 10 reviews,Short term rent is available
37157,Manhattan,Private room,210,Very Popular,Less than 10 reviews,Short term rent is available
37158,Brooklyn,Entire home/apt,98,Very Popular,Less than 10 reviews,Short term rent is available
37159,Queens,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
37160,Manhattan,Entire home/apt,200,Very Affordable,Less than 50 reviews,Short term rent is available
37161,Brooklyn,Entire home/apt,115,Normal,Less than 10 reviews,At least more than a month should be reserved
37162,Manhattan,Entire home/apt,285,Affordable,Less than 10 reviews,At least more than a month should be reserved
37163,Queens,Entire home/apt,140,Very Affordable,Less than 10 reviews,Short term rent is available
37164,Brooklyn,Private room,54,Very Affordable,Less than 10 reviews,Short term rent is available
37165,Queens,Private room,90,Normal,Less than 10 reviews,Short term rent is available
37166,Manhattan,Entire home/apt,215,Very Popular,Less than 10 reviews,Short term rent is available
37167,Queens,Entire home/apt,86,Normal,Less than 10 reviews,Short term rent is available
37168,Brooklyn,Entire home/apt,305,Affordable,Less than 10 reviews,Short term rent is available
37169,Queens,Entire home/apt,99,Normal,Less than 10 reviews,Short term rent is available
37170,Brooklyn,Entire home/apt,125,Popular,Less than 10 reviews,Short term rent is available
37171,Brooklyn,Private room,50,Popular,Less than 10 reviews,Short term rent is available
37172,Bronx,Private room,70,Popular,Less than 10 reviews,Short term rent is available
37173,Queens,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37174,Manhattan,Entire home/apt,350,Popular,Less than 10 reviews,Short term rent is available
37175,Manhattan,Private room,115,Affordable,Less than 10 reviews,Short term rent is available
37176,Manhattan,Private room,105,Affordable,Less than 10 reviews,Short term rent is available
37177,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37178,Manhattan,Private room,105,Affordable,Less than 10 reviews,Short term rent is available
37179,Brooklyn,Private room,100,Popular,Less than 10 reviews,Short term rent is available
37180,Brooklyn,Private room,73,Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
37181,Queens,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37182,Queens,Entire home/apt,185,Popular,Less than 10 reviews,Short term rent is available
37183,Manhattan,Private room,140,Popular,Less than 10 reviews,Short term rent is available
37184,Brooklyn,Private room,85,Very Affordable,Less than 10 reviews,Short term rent is available
37185,Brooklyn,Private room,60,Affordable,Less than 10 reviews,Short term rent is available
37186,Brooklyn,Private room,120,Very Affordable,Less than 10 reviews,Short term rent is available
37187,Queens,Entire home/apt,150,Normal,Less than 10 reviews,Short term rent is available
37188,Brooklyn,Entire home/apt,150,Affordable,Less than 10 reviews,Short term rent is available
37189,Manhattan,Entire home/apt,400,Normal,Less than 50 reviews,Short term rent is available
37190,Brooklyn,Private room,50,Popular,Less than 10 reviews,Short term rent is available
37191,Brooklyn,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37192,Brooklyn,Private room,125,Popular,Less than 10 reviews,Short term rent is available
37193,Manhattan,Entire home/apt,583,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
37194,Manhattan,Entire home/apt,299,Very Affordable,Less than 10 reviews,Short term rent is available
37195,Staten Island,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
37196,Brooklyn,Entire home/apt,200,Popular,Less than 10 reviews,Short term rent is available
37197,Brooklyn,Entire home/apt,140,Popular,Less than 10 reviews,Short term rent is available
37198,Manhattan,Entire home/apt,250,Very Affordable,Less than 10 reviews,At least a week should be reserved
37199,Manhattan,Private room,85,Normal,Less than 10 reviews,Short term rent is available
37200,Brooklyn,Entire home/apt,275,Very Popular,Less than 10 reviews,Short term rent is available
37201,Manhattan,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
37202,Brooklyn,Entire home/apt,94,Very Popular,Less than 10 reviews,Short term rent is available
37203,Brooklyn,Private room,70,Very Affordable,Less than 10 reviews,Short term rent is available
37204,Bronx,Private room,45,Very Affordable,Less than 10 reviews,Short term rent is available
37205,Manhattan,Entire home/apt,390,Popular,Less than 10 reviews,Short term rent is available
37206,Queens,Entire home/apt,129,Very Affordable,Less than 10 reviews,Short term rent is available
37207,Manhattan,Entire home/apt,310,Normal,Less than 10 reviews,Short term rent is available
37208,Manhattan,Private room,78,Popular,Less than 10 reviews,At least a week should be reserved
37209,Brooklyn,Private room,200,Very Popular,Less than 10 reviews,Short term rent is available
37210,Manhattan,Entire home/apt,170,Very Popular,Less than 10 reviews,Short term rent is available
37211,Manhattan,Entire home/apt,349,Popular,Less than 10 reviews,Short term rent is available
37212,Brooklyn,Private room,48,Normal,Less than 10 reviews,Short term rent is available
37213,Manhattan,Private room,97,Normal,Less than 10 reviews,Short term rent is available
37214,Manhattan,Entire home/apt,222,Very Affordable,Less than 10 reviews,Short term rent is available
37215,Queens,Private room,48,Very Affordable,Less than 50 reviews,Short term rent is available
37216,Brooklyn,Private room,43,Very Affordable,Less than 10 reviews,Short term rent is available
37217,Manhattan,Entire home/apt,150,Normal,Less than 10 reviews,Short term rent is available
37218,Brooklyn,Entire home/apt,94,Very Popular,Less than 10 reviews,Short term rent is available
37219,Bronx,Private room,55,Very Affordable,Less than 50 reviews,Short term rent is available
37220,Queens,Private room,48,Very Affordable,Less than 50 reviews,Short term rent is available
37221,Manhattan,Entire home/apt,285,Very Affordable,Less than 10 reviews,Short term rent is available
37222,Queens,Entire home/apt,95,Very Affordable,Less than 10 reviews,Short term rent is available
37223,Manhattan,Entire home/apt,130,Very Affordable,Less than 10 reviews,At least more than 2 weeks should be reserved
37224,Manhattan,Entire home/apt,224,Very Popular,Less than 10 reviews,Short term rent is available
37225,Manhattan,Private room,999,Very Affordable,Less than 10 reviews,Short term rent is available
37226,Queens,Shared room,35,Normal,Less than 10 reviews,Short term rent is available
37227,Manhattan,Entire home/apt,160,Very Affordable,Less than 10 reviews,At least a week should be reserved
37228,Queens,Entire home/apt,220,Popular,Less than 10 reviews,At least a week should be reserved
37229,Queens,Entire home/apt,189,Very Popular,Less than 10 reviews,Short term rent is available
37230,Brooklyn,Private room,120,Popular,Less than 10 reviews,Short term rent is available
37231,Brooklyn,Entire home/apt,249,Affordable,Less than 10 reviews,Short term rent is available
37232,Manhattan,Private room,75,Very Affordable,Less than 10 reviews,Short term rent is available
37233,Manhattan,Entire home/apt,300,Very Popular,Less than 10 reviews,Short term rent is available
37234,Queens,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
37235,Brooklyn,Entire home/apt,2500,Affordable,Less than 10 reviews,Short term rent is available
37236,Manhattan,Entire home/apt,299,Affordable,Less than 50 reviews,Short term rent is available
37237,Brooklyn,Entire home/apt,150,Very Affordable,Less than 50 reviews,Short term rent is available
37238,Brooklyn,Private room,85,Very Popular,Less than 10 reviews,Short term rent is available
37239,Manhattan,Entire home/apt,180,Very Popular,Less than 10 reviews,Short term rent is available
37240,Manhattan,Entire home/apt,420,Normal,Less than 10 reviews,Short term rent is available
37241,Manhattan,Entire home/apt,299,Very Affordable,Less than 10 reviews,Short term rent is available
37242,Manhattan,Entire home/apt,245,Affordable,Less than 10 reviews,Short term rent is available
37243,Brooklyn,Private room,65,Normal,Less than 10 reviews,Short term rent is available
37244,Queens,Entire home/apt,146,Popular,Less than 10 reviews,Short term rent is available
37245,Brooklyn,Entire home/apt,125,Affordable,Less than 10 reviews,Short term rent is available
37246,Manhattan,Entire home/apt,400,Very Popular,Less than 10 reviews,Short term rent is available
37247,Brooklyn,Entire home/apt,175,Very Affordable,Less than 10 reviews,Short term rent is available
37248,Manhattan,Entire home/apt,159,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
37249,Manhattan,Private room,49,Very Popular,Less than 10 reviews,Short term rent is available
37250,Brooklyn,Shared room,20,Very Affordable,Less than 10 reviews,Short term rent is available
37251,Queens,Entire home/apt,125,Very Popular,Less than 10 reviews,Short term rent is available
37252,Brooklyn,Private room,64,Very Popular,Less than 10 reviews,Short term rent is available
37253,Brooklyn,Private room,88,Very Popular,Less than 10 reviews,Short term rent is available
37254,Manhattan,Entire home/apt,199,Popular,Less than 10 reviews,Short term rent is available
37255,Queens,Entire home/apt,115,Popular,Less than 10 reviews,Short term rent is available
37256,Queens,Private room,36,Very Popular,Less than 10 reviews,Short term rent is available
37257,Queens,Entire home/apt,99,Affordable,Less than 10 reviews,Short term rent is available
37258,Manhattan,Entire home/apt,99,Very Popular,Less than 10 reviews,Short term rent is available
37259,Manhattan,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37260,Manhattan,Entire home/apt,199,Affordable,Less than 10 reviews,At least more than a month should be reserved
37261,Brooklyn,Entire home/apt,240,Popular,Less than 10 reviews,Short term rent is available
37262,Manhattan,Entire home/apt,175,Very Popular,Less than 10 reviews,Short term rent is available
37263,Queens,Private room,45,Affordable,Less than 10 reviews,Short term rent is available
37264,Brooklyn,Private room,70,Affordable,Less than 10 reviews,Short term rent is available
37265,Brooklyn,Entire home/apt,180,Very Affordable,Less than 10 reviews,Short term rent is available
37266,Brooklyn,Entire home/apt,149,Very Popular,Less than 10 reviews,Short term rent is available
37267,Queens,Entire home/apt,69,Popular,Less than 50 reviews,Short term rent is available
37268,Brooklyn,Private room,35,Very Affordable,Less than 10 reviews,Short term rent is available
37269,Brooklyn,Private room,75,Very Affordable,Less than 10 reviews,Short term rent is available
37270,Brooklyn,Private room,75,Affordable,Less than 10 reviews,Short term rent is available
37271,Brooklyn,Entire home/apt,125,Very Popular,Less than 10 reviews,Short term rent is available
37272,Brooklyn,Private room,60,Popular,Less than 10 reviews,Short term rent is available
37273,Brooklyn,Private room,35,Very Popular,Less than 10 reviews,At least a week should be reserved
37274,Manhattan,Shared room,75,Very Affordable,Less than 10 reviews,Short term rent is available
37275,Brooklyn,Private room,62,Popular,Less than 10 reviews,Short term rent is available
37276,Brooklyn,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37277,Queens,Entire home/apt,150,Popular,Less than 10 reviews,Short term rent is available
37278,Queens,Entire home/apt,130,Very Affordable,Less than 10 reviews,Short term rent is available
37279,Queens,Entire home/apt,299,Affordable,Less than 10 reviews,Short term rent is available
37280,Bronx,Entire home/apt,70,Normal,Less than 10 reviews,Short term rent is available
37281,Brooklyn,Private room,60,Normal,Less than 10 reviews,Short term rent is available
37282,Brooklyn,Private room,100,Popular,Less than 10 reviews,Short term rent is available
37283,Manhattan,Entire home/apt,290,Affordable,Less than 10 reviews,Short term rent is available
37284,Manhattan,Entire home/apt,200,Popular,Less than 50 reviews,Short term rent is available
37285,Manhattan,Private room,94,Popular,Less than 10 reviews,Short term rent is available
37286,Bronx,Private room,50,Popular,Less than 50 reviews,Short term rent is available
37287,Bronx,Private room,60,Affordable,Less than 10 reviews,Short term rent is available
37288,Manhattan,Entire home/apt,250,Affordable,Less than 10 reviews,Short term rent is available
37289,Manhattan,Entire home/apt,210,Popular,Less than 10 reviews,Short term rent is available
37290,Brooklyn,Entire home/apt,400,Very Affordable,Less than 10 reviews,Short term rent is available
37291,Bronx,Private room,60,Affordable,Less than 10 reviews,Short term rent is available
37292,Brooklyn,Entire home/apt,300,Very Affordable,Less than 10 reviews,Short term rent is available
37293,Manhattan,Entire home/apt,300,Popular,Less than 10 reviews,Short term rent is available
37294,Brooklyn,Private room,36,Very Affordable,Less than 10 reviews,At least more than 2 weeks should be reserved
37295,Brooklyn,Entire home/apt,300,Very Affordable,Less than 10 reviews,Short term rent is available
37296,Manhattan,Private room,91,Popular,Less than 10 reviews,Short term rent is available
37297,Queens,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
37298,Manhattan,Private room,150,Popular,Less than 10 reviews,Short term rent is available
37299,Brooklyn,Entire home/apt,350,Very Popular,Less than 10 reviews,Short term rent is available
37300,Manhattan,Entire home/apt,150,Normal,Less than 10 reviews,At least more than a month should be reserved
37301,Brooklyn,Entire home/apt,240,Affordable,Less than 10 reviews,Short term rent is available
37302,Manhattan,Entire home/apt,255,Affordable,Less than 10 reviews,Short term rent is available
37303,Manhattan,Entire home/apt,180,Very Popular,Less than 10 reviews,Short term rent is available
37304,Manhattan,Private room,55,Very Affordable,Less than 10 reviews,Short term rent is available
37305,Brooklyn,Private room,75,Popular,Less than 10 reviews,Short term rent is available
37306,Manhattan,Private room,60,Very Affordable,Less than 10 reviews,Short term rent is available
37307,Brooklyn,Entire home/apt,100,Popular,Less than 10 reviews,Short term rent is available
37308,Brooklyn,Private room,70,Very Popular,Less than 10 reviews,Short term rent is available
37309,Brooklyn,Private room,99,Very Popular,Less than 10 reviews,Short term rent is available
37310,Manhattan,Entire home/apt,210,Normal,Less than 10 reviews,Short term rent is available
37311,Bronx,Private room,55,Very Affordable,Less than 10 reviews,Short term rent is available
37312,Queens,Entire home/apt,169,Affordable,Less than 10 reviews,Short term rent is available
37313,Queens,Shared room,40,Popular,Less than 10 reviews,Short term rent is available
37314,Brooklyn,Private room,40,Very Affordable,Less than 10 reviews,Short term rent is available
37315,Manhattan,Entire home/apt,333,Very Affordable,Less than 10 reviews,Short term rent is available
37316,Queens,Entire home/apt,199,Very Affordable,Less than 10 reviews,Short term rent is available
37317,Manhattan,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
37318,Brooklyn,Entire home/apt,100,Very Affordable,Less than 10 reviews,Short term rent is available
37319,Manhattan,Private room,60,Very Affordable,Less than 10 reviews,Short term rent is available
37320,Queens,Shared room,30,Very Affordable,Less than 10 reviews,Short term rent is available
37321,Manhattan,Entire home/apt,255,Very Popular,Less than 10 reviews,Short term rent is available
37322,Queens,Private room,50,Very Affordable,Less than 50 reviews,Short term rent is available
37323,Brooklyn,Private room,43,Very Affordable,Less than 10 reviews,Short term rent is available
37324,Brooklyn,Private room,85,Popular,Less than 10 reviews,Short term rent is available
37325,Manhattan,Entire home/apt,250,Affordable,Less than 10 reviews,Short term rent is available
37326,Manhattan,Entire home/apt,100,Popular,Less than 10 reviews,Short term rent is available
37327,Manhattan,Entire home/apt,449,Very Affordable,Less than 10 reviews,Short term rent is available
37328,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
37329,Brooklyn,Private room,200,Popular,Less than 10 reviews,Short term rent is available
37330,Brooklyn,Entire home/apt,500,Very Affordable,Less than 10 reviews,Short term rent is available
37331,Manhattan,Private room,85,Popular,Less than 10 reviews,Short term rent is available
37332,Brooklyn,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
37333,Manhattan,Entire home/apt,300,Very Affordable,Less than 10 reviews,Short term rent is available
37334,Manhattan,Entire home/apt,585,Normal,Less than 10 reviews,At least more than a month should be reserved
37335,Manhattan,Private room,73,Very Popular,Less than 10 reviews,Short term rent is available
37336,Brooklyn,Entire home/apt,349,Very Affordable,Less than 10 reviews,Short term rent is available
37337,Manhattan,Private room,80,Popular,Less than 10 reviews,Short term rent is available
37338,Manhattan,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
37339,Brooklyn,Private room,85,Popular,Less than 50 reviews,Short term rent is available
37340,Brooklyn,Private room,55,Very Popular,Less than 10 reviews,At least a week should be reserved
